Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"B2397", 0, 1,    219.744,   -1.0,         0, 2,    220.062, -122.4,         0, 3,    227.239,  119.7,         0, 4,    5.82074, -111.4,         0
"B1211", 0, 1,    197.244,   -0.9,         0, 2,    203.957, -120.4,         0, 3,    197.392,  119.1,         0, 4,    3.42362,   51.5,         0
"B2006", 0, 1,    200.885,   -2.9,         0, 2,    219.052, -121.1,         0, 3,    214.588,  119.4,         0, 4,    7.59093,  -18.5,         0
"B3057", 0, 1,    188.911,   -2.6,         0, 2,    197.712, -121.4,         0, 3,    190.104,  117.7,         0, 4,    3.49001,    5.0,         0
"B3051", 0, 1,    193.971,   -1.5,         0, 2,    201.976, -120.5,         0, 3,    193.801,  118.4,         0, 4,    4.07396,   47.5,         0
"B1801", 0, 1,    228.409,   -0.4,         0, 2,    228.376, -120.3,         0, 3,    226.856,  119.4,         0, 4,    1.64246,  156.3,         0
"B1709", 0, 1,     230.71,   -0.1,         0, 2,      230.8, -120.0,         0, 3,     230.77,  120.0,         0, 4,  0.0411918,  -96.6,         0
"B759", 0, 1,    230.707,   -0.1,         0, 2,    230.798, -120.0,         0, 3,    230.767,  120.0,         0, 4,  0.0416459,  -96.6,         0
"B1557", 0, 1,    228.726,   -0.3,         0, 2,    228.849, -120.2,         0, 3,    227.773,  119.6,         0, 4,   0.831235,  157.0,         0
"B257", 0, 1,    192.088,   -1.9,         0, 2,    199.694, -120.9,         0, 3,    192.781,  118.3,         0, 4,    3.13677,   22.8,         0
"B2417", 0, 1,    187.386,   -2.7,         0, 2,    195.112, -121.4,         0, 3,     187.52,  117.6,         0, 4,    2.35958,    2.9,         0
"B2137", 0, 1,    190.206,   -2.4,         0, 2,    198.169, -121.2,         0, 3,    190.249,  117.8,         0, 4,    2.61017,   20.4,         0
"B1723", 0, 1,    194.535,   -1.5,         0, 2,    202.066, -120.5,         0, 3,    193.611,  118.5,         0, 4,    3.85283,   57.4,         0
"B1925", 0, 1,    197.244,   -0.9,         0, 2,    203.957, -120.4,         0, 3,    197.392,  119.1,         0, 4,    3.42362,   51.5,         0
"B847", 0, 1,    218.639,   -0.9,         0, 2,    215.897, -123.3,         0, 3,    227.539,  119.7,         0, 4,    9.77844, -111.7,         0
"B2592", 0, 1,    200.878,   -2.9,         0, 2,    219.293, -121.1,         0, 3,    214.097,  119.4,         0, 4,    7.24696,  -14.3,         0
"B1872", 0, 1,    228.404,   -0.4,         0, 2,    228.369, -120.3,         0, 3,    226.814,  119.4,         0, 4,    1.69434,  156.2,         0
"B508", 0, 1,    202.157,   -2.2,         0, 2,    220.115, -120.9,         0, 3,    215.433,  119.4,         0, 4,    7.87273,   -2.4,         0
"B3277", 0, 1,    219.091,   -0.9,         0, 2,    217.117, -123.0,         0, 3,    227.448,  119.7,         0, 4,    8.72233, -111.6,         0
"B3376", 0, 1,    228.441,   -0.4,         0, 2,    228.423, -120.3,         0, 3,    226.425,  119.4,         0, 4,    1.90828,  144.8,         0
"B833", 0, 1,    186.126,   -2.7,         0, 2,    193.961, -121.5,         0, 3,    187.525,  117.6,         0, 4,    3.15955,  -16.6,         0
"B2249", 0, 1,    198.682,   -3.2,         0, 2,    218.975, -121.2,         0, 3,    213.948,  119.4,         0, 4,    8.93111,  -18.2,         0
"B95", 0, 1,    199.145,   -3.2,         0, 2,     218.96, -121.2,         0, 3,    213.948,  119.4,         0, 4,    8.51882,  -19.2,         0
"B1475", 0, 1,     190.84,   -2.1,         0, 2,    199.047, -121.0,         0, 3,    191.811,  118.2,         0, 4,    3.49481,   18.1,         0
"B3385", 0, 1,    221.521,   -1.0,         0, 2,    223.708, -121.5,         0, 3,    227.584,  119.7,         0, 4,     3.1234, -102.7,         0
"B2869", 0, 1,     230.66,   -0.1,         0, 2,    230.798, -120.0,         0, 3,    230.792,  120.0,         0, 4,  0.0570077,  -93.4,         0
"B892", 0, 1,    230.655,   -0.1,         0, 2,    230.796, -120.0,         0, 3,    230.791,  120.0,         0, 4,   0.058136,  -93.3,         0
"B2753", 0, 1,      190.2,   -2.4,         0, 2,     198.16, -121.2,         0, 3,    189.471,  117.8,         0, 4,    2.54856,   37.4,         0
"B89", 0, 1,    221.859,   -0.9,         0, 2,    224.237, -121.4,         0, 3,     227.64,  119.7,         0, 4,    2.80074, -100.8,         0
"B1502", 0, 1,     199.14,   -3.2,         0, 2,    218.459, -121.2,         0, 3,    213.942,  119.4,         0, 4,     8.4296,  -22.7,         0
"B2647", 0, 1,    219.517,   -0.9,         0, 2,    218.228, -122.7,         0, 3,    227.263,  119.7,         0, 4,    7.64149, -113.5,         0
"B907", 0, 1,    189.813,   -2.3,         0, 2,    198.548, -121.1,         0, 3,    190.648,  118.0,         0, 4,    3.58389,   19.6,         0
"B2040", 0, 1,    190.137,   -2.3,         0, 2,    198.539, -121.1,         0, 3,    190.317,  118.0,         0, 4,    3.22235,   27.1,         0
"B2321", 0, 1,    219.085,   -0.9,         0, 2,    216.836, -123.0,         0, 3,    227.454,  119.7,         0, 4,    8.98908, -111.9,         0
"B1968", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98067,   51.7,         0
"B1855", 0, 1,    198.032,   -3.1,         0, 2,    219.193, -121.1,         0, 3,    214.251,  119.4,         0, 4,    9.84923,  -14.6,         0
"B2868", 0, 1,    189.897,   -2.5,         0, 2,    197.535, -121.3,         0, 3,    190.212,  117.8,         0, 4,    2.47959,    2.7,         0
"B100", 0, 1,    218.431,   -0.9,         0, 2,    215.954, -123.3,         0, 3,    227.518,  119.7,         0, 4,    9.61748, -111.7,         0
"B792", 0, 1,    202.332,   -2.5,         0, 2,    219.781, -121.0,         0, 3,    215.623,  119.5,         0, 4,      7.449,  -11.4,         0
"B787", 0, 1,    224.486,   -0.8,         0, 2,    227.553, -120.7,         0, 3,    228.134,  119.8,         0, 4,    1.28629,  -78.2,         0
"B3303", 0, 1,    189.758,   -2.6,         0, 2,    197.695, -121.4,         0, 3,    190.099,  117.7,         0, 4,    2.65755,    6.2,         0
"B1632", 0, 1,    189.884,   -2.4,         0, 2,    198.178, -121.2,         0, 3,     190.55,  117.8,         0, 4,    3.00935,   12.8,         0
"B1505", 0, 1,    219.357,   -1.7,         0, 2,    225.886, -120.9,         0, 3,    224.607,  119.6,         0, 4,    2.20845,  -72.4,         0
"B1017", 0, 1,    227.833,   -0.4,         0, 2,    227.152, -120.4,         0, 3,    226.979,  119.4,         0, 4,    1.05699, -155.4,         0
"B2717", 0, 1,    188.077,   -2.6,         0, 2,    195.257, -121.4,         0, 3,    187.672,  117.7,         0, 4,    1.81311,    4.9,         0
"B3200", 0, 1,    194.802,   -1.4,         0, 2,    202.195, -120.5,         0, 3,    194.359,  118.5,         0, 4,    3.64446,   50.6,         0
"B286", 0, 1,    219.362,   -1.7,         0, 2,    226.437, -120.9,         0, 3,    224.606,  119.6,         0, 4,    1.83345,  -60.6,         0
"B3005", 0, 1,    193.831,   -1.6,         0, 2,    201.981, -120.5,         0, 3,    193.664,  118.4,         0, 4,    4.18725,   48.3,         0
"B1416", 0, 1,    219.127,   -0.9,         0, 2,    217.069, -123.0,         0, 3,    227.416,  119.7,         0, 4,    8.74169, -112.2,         0
"B2431", 0, 1,    198.866,   -3.3,         0, 2,    219.095, -121.2,         0, 3,    213.682,  119.4,         0, 4,    8.39866,  -17.6,         0
"B1269", 0, 1,    194.148,   -1.6,         0, 2,    201.976, -120.5,         0, 3,    193.663,  118.4,         0, 4,    3.98068,   51.7,         0
"B798", 0, 1,    190.197,   -2.4,         0, 2,    198.156, -121.2,         0, 3,    189.157,  117.8,         0, 4,    2.58827,   44.3,         0
"B3070", 0, 1,    188.756,   -2.6,         0, 2,    197.715, -121.4,         0, 3,    190.105,  117.7,         0, 4,    3.64241,    4.8,         0
"B1572", 0, 1,    219.085,   -0.9,         0, 2,    216.847, -123.0,         0, 3,    227.454,  119.7,         0, 4,    8.97885, -111.9,         0
"B2174", 0, 1,    217.576,   -0.9,         0, 2,    215.965, -123.3,         0, 3,    227.245,  119.7,         0, 4,    9.00916, -108.8,         0
"B1837", 0, 1,    190.197,   -2.4,         0, 2,    198.156, -121.2,         0, 3,    189.163,  117.8,         0, 4,    2.58707,   44.1,         0
"B1643", 0, 1,    228.061,   -0.4,         0, 2,     227.87, -120.3,         0, 3,    226.221,  119.4,         0, 4,    1.67385,  149.9,         0
"B94", 0, 1,    195.286,   -1.2,         0, 2,    202.956, -120.4,         0, 3,    195.569,  118.7,         0, 4,    3.91741,   47.3,         0
"B790", 0, 1,    227.833,   -0.4,         0, 2,    227.421, -120.4,         0, 3,    226.979,  119.4,         0, 4,   0.870613, -166.9,         0
"B3292", 0, 1,    190.635,   -2.3,         0, 2,    198.246, -121.1,         0, 3,    191.126,  118.0,         0, 4,    2.75354,   11.1,         0
"B1134", 0, 1,    197.244,   -0.9,         0, 2,    203.957, -120.4,         0, 3,    197.392,  119.1,         0, 4,    3.42362,   51.5,         0
"B2582", 0, 1,    195.196,   -1.3,         0, 2,    202.551, -120.5,         0, 3,    194.807,  118.6,         0, 4,    3.65288,   53.0,         0
"B768", 0, 1,    200.747,   -2.9,         0, 2,    219.322, -121.1,         0, 3,    213.573,  119.4,         0, 4,    6.88755,  -11.8,         0
"B270", 0, 1,     195.62,   -1.2,         0, 2,     202.95, -120.4,         0, 3,    195.567,  118.7,         0, 4,    3.69415,   51.0,         0
"B3362", 0, 1,    219.527,   -0.9,         0, 2,    218.615, -122.7,         0, 3,    227.015,  119.7,         0, 4,    7.12098, -115.1,         0
"B2665", 0, 1,    194.282,   -1.5,         0, 2,    201.971, -120.5,         0, 3,      193.8,  118.4,         0, 4,    3.86721,   50.9,         0
"B1873", 0, 1,    223.038,   -0.9,         0, 2,    225.892, -121.1,         0, 3,    227.798,  119.7,         0, 4,    1.88191,  -94.0,         0
"B533", 0, 1,    218.967,   -0.9,         0, 2,    216.931, -123.1,         0, 3,    227.457,  119.7,         0, 4,    8.85129, -111.7,         0
"B364", 0, 1,    227.924,   -0.4,         0, 2,    227.474, -120.4,         0, 3,    224.718,  119.3,         0, 4,    2.78099,  141.1,         0
"B334", 0, 1,    230.663,   -0.1,         0, 2,    230.764, -120.0,         0, 3,     230.72,  119.9,         0, 4,  0.0477275,  -97.7,         0
"B1298", 0, 1,     230.79,    0.0,         0, 2,    230.856, -120.0,         0, 3,    230.845,  120.0,         0, 4,  0.0287184,  -94.7,         0
"B1802", 0, 1,    230.763,    0.0,         0, 2,    230.841, -120.0,         0, 3,    230.828,  120.0,         0, 4,  0.0338835,  -94.8,         0
"B3097", 0, 1,    230.763,    0.0,         0, 2,    230.841, -120.0,         0, 3,    230.828,  120.0,         0, 4,  0.0338835,  -94.8,         0
